ID,Label,Text
W9449,1,i feel sympathetic towards companies that have done business for a century or two suddenly facing an entirely different situation
W9450,0,i was yelling to the group in front and not getting an answer and getting increasingly concerned and feeling increasingly frustrated with those lagging behind despite repeated explanations and pleas from me regarding the need to catch up with the advance group
W9451,1,i feeling handsome q where is this lyrics from oh when you look at me like that my darling what did you expect
W9452,1,i am always feeling hot i am hot to the touch
W9453,0,i feel like i am being punished for something that i didn t even do
W9454,1,i do not know what to do in my current space to make myself feel more comfortable
W9455,1,i feel lucky every single day for it
W9456,0,i used string and pins but i feel they get too messy and cluttered looking
W9457,1,i could feel her loving gaze on me as i made my way down between her legs
W9458,1,i would have been happy to have had a nap but since we were already here steve and i then wandered around the botanical gardens getting a feel tor where i could go to get some lovely shoots for families
W9459,1,i am sitting here taking it all in and feeling blessed
W9460,0,i feel like im a hateful person sometimes
W9461,0,i dont need that sense of social approval that i craved right now i dont even feel that aching guilt that so often gave me headaches
W9462,0,i feel unsure of my footing
W9463,0,i feel really devastated and i feel like i can t breathe
W9464,1,i can usually tell if someone is being honest i can feel if they are sincere and if they are just teasing
W9465,0,i feel very distraught tonight
W9466,1,i can t get past feeling like a poseur to become an advocate i was ecstatic to see that keiko zoll has done it
W9467,1,i can feel my blood start to boil my hands start to twitch and i suddenly get really hot
W9468,0,i am feeling more pain and hurt than i did before
W9469,0,i could tell but the pain you feel in your own heart from those whom you have abused will torture you for the duration of your life
W9470,1,im half asleep absolutely blissed out feeling as purely ecstatic as i know i will on stage tonight dancing out of the spotlight only to have it follow me like an adoring fan
W9471,1,i do finally get some sleep i have the craziest weirdest dreams that make me feel like i didnt get any good rest anyways
W9472,1,i have been in dublin i could not be more grateful for this class as it has allowed me to work with people in need but also allowed me to feel accepted and immersed in the city
W9473,0,im feelin spiteful so well actually visit my house to watch rally finland
W9474,0,i just feel more resentful and tell myself it was better if i did not share with him
W9475,0,i came away from the experience feeling rather confused and it left a sour taste in my mouth
W9476,1,i realised karin s producing a book for those of us who feels keen but worries at the same time
W9477,1,i feel ecstatic despite being tired
W9478,1,i stepped outside and became annoyed because the temperature was warm and it was raining it felt as if the weather was conspiring to keep me from feeling festive
W9479,0,i liked it all the same this one will take a few listening sessions to get a real feel theres a lot distortion in the songs which agitated me a bit but it caused me to do a little research on just what the creative force behind this unusual album
W9480,0,i feel dumb packing when i can t even get a straight answer about whether or not i m actually going to be able to move somewhere
W9481,1,i always had to eat everything on my plate and ate and ate and ate without feeling satisfied
W9482,0,i find im barely breathing and feel a little frantic
W9483,0,i went into that feeling more than a little bit scared as my running training to date had been almost non existent
W9484,0,i now can t help but feel like i ve been sloughed over like an unwelcome burden kathumped on the ground
W9485,0,i cannot help but feel a bit anxious on how this delivery will go hopefully another vbac if all goes as planned
W9486,0,im feeling a bit stressed by the sheer numbers button pressing enthusiasts gathering around my bike
W9487,1,i just love how when she gets that one on one time with me she feels to loved
