Text,Actual Label,Predicted TF-IDF,Predicted VADER,Predicted BERT
ive always felt like ill finish master raised told really important finish university kinda feel like im intelligent enough really finish see pride,1,1,1,1
look list think wonder idea feel like blank,0,0,1,0
often feel disillusioned look upon test test character,0,0,0,0
ive feeling bit overwhelmed whole marathon idea lately,0,0,1,0
feel cluster fucked head,0,0,0,0
heard sister shouted friend cousin place,0,0,1,0
feel pain aching stop,0,0,0,0
feel like forgets faithful girlfriend back home party weekend act like single,1,1,1,0
feel strong style color black line height,1,1,1,1
left place feeling slightly shaken hard read hear thing,0,0,1,0
feel cool seldom empty pale,1,1,1,1
im excited time feel little nervous,0,0,1,1
dont want sound cocky full alhamdulillah far dont feel troubled breastfeeding even start working,0,0,1,1
im also feeling gracious want bless old tried true family recipe,1,1,1,1
know ive talked know eric talked thing happened mission like sometimes feel like get super overwhelmed stuff easy really hard mental game,1,0,1,0
still feel like tragic waste,0,0,0,0
feeling soooo eco friendly,1,1,1,1
feel depressed point developing high fever least week,0,0,0,0
cant bothered coming pleasant pas time followed cascade positive feeling unless sexualy troubled,0,0,1,0
feel like life affectionate older sibling,1,1,1,1
wish feeling back soon cause realise lonely dont feeling like soo unwanted even,0,0,0,0
feel passionate sharing story family,1,1,1,1
feeling generous wild crazy went drive steak shake,1,1,1,1
started feel lethargic everything happened past ive let fitness slip away happening letting like,0,0,1,0
tied thought class life cant perform feel ashamed afraid,0,0,1,0
im feeling awful hung friend new baby day,0,0,1,0
feel privileged honored attend ptk international convention got opportunity represent college along five member,1,1,1,1
kept cry feeling cranky,0,0,0,0
feel passionate healthy life people want lose weight get fit,1,1,1,1
feel sad,0,0,0,0
cant help feel youll break might faithful seem,1,1,1,0
didnt feel hot,1,1,1,0
love service easy use set amp feel like using service im supporting small company know love,1,1,1,1
feel hated wanted ignored,0,0,0,0
feel like snob bit skeptical start idea kenny werner neither thomas musician gave book,0,0,0,0
feel abused maligned mostly tired nervous feeling anticipating danger,0,0,0,0
im feeling bit neurotic ill lose job,0,0,0,0
need feel like im accepted matter im loved,1,1,1,1
cant shake feeling wouldnt liked book hadnt already felt connection character,1,1,0,0
feel absolutely loved,1,1,1,1
feeling productive relationship,1,1,1,1
feel like vile traitor even saying thing truth,0,0,0,0
feel empty dim miss,0,0,0,0
finally fell asleep feeling angry useless still full anxiety,0,0,0,0
feel like actively hated every single second rather borne,0,0,0,0
wanted seems though feeling mutual club keen keep,1,1,1,1
feel fake hellip b c real person feel real emotion something,0,0,0,0
apologise really thinking make feel person taking consideration fact need watch video called supporting subscriber make bad person thinking feeling,1,1,1,0
feel complacent,1,1,0,0
want worthy especially feeling sarcastic crone,0,0,1,1
know environment live smile politely wave moment feeling absolutely appalled shortsighted people,0,0,0,0
remember knowing crazy love without shadow doubt made feel gorgeous always,1,1,1,1
taking picture house feel far messy post photo online ill clean bit post,0,0,0,0
love feeling feel despite rain despite gloomy sky feeling good im feeling fine,0,0,1,1
feeling pressured even longest race one expected,0,0,0,1
honestly say havent enjoyed learning lesson learned feel though come stronger tougher loving appreciative,1,1,1,1
feel confident ill able compete price product affordable etsy people would rather pay pompoms multi colored braided ear flap,1,1,1,1
feel earth move tribute carole king karaoke mix bewertung rel nofollow target blank,0,0,1,1
stopped writing people stopped noticing feel like ignored write feel write people want noticeable,0,0,0,0
feel husband life valued duty care towards taken seriously,1,1,1,1
feel like waiting unpleasant meeting someone authoritative position,0,0,0,0
really thought would stop feeling pained heard people getting pregnant,0,0,0,0
feeling much trusting god varies enormously,1,1,1,1
feel gloomy depressed nothing calculated cast cloud u rainy day,0,0,0,0
feel like mention another sweet family u,1,1,1,1
feel beaten worked,0,0,0,0
im feeling treasured need remember hard treasure something lost,1,0,1,0
admit feel little irate well control,0,0,0,0
wish could feel always lose sight remembering something amazing,1,1,1,1
think feeling fond possessive harry harry grabbed bit grabbing angry frustrated,1,0,0,0
would hurt make feel pain would vain,0,0,0,0
move stop staring lady feel good feel bad,1,0,0,0
feel call sincere apology,1,1,1,0
bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequence never expected,0,0,0,0
feeling shaky day,0,0,0,0
remember waking feeling anxious excited read bible amazing god change desire,0,1,1,1
id feeling paranoid going bald,0,0,0,0
guess make feel appreciative able live life,1,1,1,1
feeling slightly distressed pride resisting waiting next peregrinos walk past help,0,0,1,0
feel energy divine flame,1,1,1,1
wish could open people feel terrified reaction opinion,0,0,0,0
recently ill premature baby feel le devastated,0,0,0,0
feel empty href http uwilnevrknow,0,0,0,0
feel victimized,0,0,0,0
woke morning hike feeling jubilant,1,1,1,1
feel like emotional fog finally starting lift,0,0,1,1
would feel hesitant using medical system needed,0,0,0,0
become concerned future daughter girl currently trying feel accepted world standard,1,1,1,0
feel energetic bouncy happy go gym run around outside kid take pram long walk often three one day,1,1,1,1
feel like relationship seemed little rushed though,0,0,1,0
struggle lick lip least ease dry cracked feeling end getting unwelcome taste mask tied face,0,0,0,0
ive worn little concealer day im feeling brave dont want pale perfect,1,1,0,1
feeling abnormally wimpy staked bird feeder,0,0,0,0
feel dull tired blah school stuff thought important start school year,0,0,0,0
feel threatened talking,0,0,0,0
going sort handheld cam feel lol delighted,1,1,1,1
feeling generous month decided give away free kit href http dezinesamaze,1,1,1,1
feel like feed food touch love caring compassion,1,1,1,1
feel betrayed disillusioned,0,0,0,0
feel compromised skeptical value every unit work put,0,0,1,0
discussed previously last blog post apprehensive audience become towards bathroom automatically feel nervous become fantastic trope horror fiction,0,0,0,0
feel disgusted c kj rel bookmark class permalink nov middot,0,0,0,0
hadnt feeling well week calgary added relaxation first run second race set another pb time almost,1,1,1,0
got inside warm compared outside temp survivor man skill kicked stripped base layer avoid feeling cold got back outside,0,0,1,1
feel like as ask someone delicious looking dessert made,1,1,1,0
im feeling little shaky im going give speech jens retirement lunch shortly dont want cry,0,0,1,0
feel like much suffering u christ jesus,0,0,0,0
im sure ive got right state unencumberedness despite many year feeling like couldnt keep anybody else causing see life charmed,1,1,1,1
feeling mellow certainly taken wallet episode mind,1,1,1,1
feel like want smart dont want seen stupid,1,0,1,0
feel offended sad know ignorance,0,0,0,0
feel find felt target blank clasheen nicola brown href http keepmeinstitchez,0,0,1,1
im feeling little melancholy listen song,0,0,0,0
feel extremely boring,0,0,0,0
idea feeling aching thinking day come yet,0,0,0,0
feeling melancholy day,0,0,0,0
think maybe person give fake hope doesnt want show feeling afraid girl reaction,0,0,0,0
feeling hmmmmm melancholy,0,0,0,0
feel strongly telling loved one,1,1,1,1
feel bruise anybody punished,0,0,0,0
feel like going terrific summer,1,1,1,1
im feeling insecure month im feeling full oomph,0,0,0,1
feel suspicious innanimate object though house actually set play movie kind model come carpet looking like,0,0,1,0
feel clearly reassured leaving thing needed thing god leading u,1,1,1,1
stand feel like he spying trusting feel disrespect personality,1,1,1,0
feel uncomfortable slobby,0,0,0,0
feel gutted joyful time enraged,1,1,1,0
getting back result test school,0,0,1,0
could help feeling thatrupert meant rude father though word quite polite,0,0,1,0
feel longing actually sublimed,1,1,0,0
understand may feel rude keep destroying house face,0,0,0,0
feeling fabulous week though feel convicted saying attitude turned around health thankful trying share positive attitude people,1,1,1,1
creative muse feel low lack word haiku haiku height prompt confession p,0,0,0,0
friend family back home help feeling homesick sure,0,0,1,1
woke morning feeling peaceful,1,1,1,1
feeling crappy going hill entire week,0,0,0,0
im thinking death moment feeling really sad lovely uncle shaun died,0,0,0,0
find every body beautiful want people feel vital body,1,1,1,1
friend helping dress practise thai introduction session sat feeling helpless,0,0,1,0
im sitting spare desk feeling totally disillusioned frustrated working life general,0,0,0,0
continued feel way next couple week convinced take pregnancy test sure,1,1,1,0
im feeling generous restaurant like mandarin grill fairly stellar reputation impression may extended edible yet decorative garnish like samphire,1,1,1,1
feel unhappy help person say happy much truth may,0,1,1,0
feel disappointed losing said,0,0,0,0
ive worked plenty yet find one leaf feeling satisfied way ive spent another day never get back,1,1,1,1
wont complain much though cool place im feeling nowhere near hot lately,1,1,1,1
feel doubtful ever since took job,0,0,0,0
feel amused different debate going hand felt there something missing,1,1,1,0
roommate lack consideration,0,0,0,0
think feel little ashamed ive blogging regularly year hasnt much struggle,0,0,0,0
